<<<<<<< HEAD
name, result, bool var, arith var, conflict, decision, stage, step
IsoRightTriangle-Bottema1_6b, sat, 1, 5, , , , 
IsoRightTriangle-Bottema1_7a, sat, 1, 5, , , , 
IsoRightTriangle-Bottema1_7b, sat, 1, 5, , , , 
IsoRightTriangle-Bottema1_8a, sat, 1, 5, , , , 
IsoRightTriangle-Bottema1_8b, sat, 1, 5, , , , 
IsoRightTriangle-Bottema1_9a, sat, 1, 5, , , , 
IsoRightTriangle-Bottema1_9b, sat, 1, 5, , , , 
IsoRightTriangle-Bottema4_2b, sat, 1, 5, , , , 
IsoRightTriangle-Bottema5_3b, sat, 1, 7, , , , 
IsoRightTriangle-Bottema6_1b, sat, 1, 6, , , , 
IsoRightTriangle-Bottema8_1b, sat, 1, 7, , , , 
IsoTriangle-Area_Perimeter_a, sat, 1, 5, , , , 
IsoTriangle-Bottema11_20a, sat, 1, 6, , , , 
IsoTriangle-Bottema11_20b, sat, 1, 5, , , , 
IsoTriangle-Bottema1_19a, sat, 1, 5, , , , 
IsoTriangle-Bottema1_19b, sat, 1, 4, , , , 
IsoTriangle-Bottema1_1a, sat, 1, 5, , , , 
IsoTriangle-Bottema1_1b, sat, 1, 4, , , , 
IsoTriangle-Bottema4_2a, timeout, , , , , , 
IsoTriangle-Bottema4_2b, sat, 1, 5, , , , 
IsoTriangle-Bottema5_3a, timeout, , , , , , 
IsoTriangle-Bottema5_3b, sat, 1, 7, , , , 
IsoTriangle-Bottema6_1a, timeout, , , , , , 
IsoTriangle-Bottema6_1b, timeout, , , , , , 
IsoTriangle-Bottema8_1a, timeout, , , , , , 
IsoTriangle-Bottema8_1b, sat, 1, 6, , , , 
IsoTriangle-Median_Perimeter_a1, sat, 1, 6, , , , 
IsoTriangle-Median_Perimeter_a2, sat, 1, 6, , , , 
IsoTriangle-Perimeter_CircumRadius_a, sat, 1, 7, , , , 
>>>>>>> c992be1ecb8d510b1f8f8eb5e9dc1ee617c4d74b
IsoTriangle-Perimeter_CircumRadius_b, timeout, , , , , , 
IsoTriangle-Perimeter_CircumRadius_c, timeout, , , , , , 
IsoTriangle-Perimeter_InRadius, timeout, , , , , , 
KochanskiPiApproximation-RegDodecagon, timeout, , , , , , 
<<<<<<< HEAD
KochanskiPiApproximation, sat, 1, 5, , , , 4
Odom-GoldenRatio-RegTriangle, sat, 1, 6, , , , 4
OposicionsSecundariaCatalunya2018-2_4a, timeout, , , , , , 
OposicionsSecundariaCatalunya2018-2_4b, timeout, , , , , , 
PythagoreanGeneralization_Triangle-aa+bb_cc, sat, 1, 7, , , , 85
RegDecagon-Diagonal_Side, timeout, , , , , , 
RegHendecagon-Diagonal_Side, timeout, , , , , , 
RegHeptagon-Diagonal_Side, timeout, , , , , , 
RegHexagon-Diagonal_Side, sat, 1, 9, , , , 664
=======
KochanskiPiApproximation, sat, 1, 5, , , , 
Odom-GoldenRatio-RegTriangle, sat, 1, 6, , , , 
OposicionsSecundariaCatalunya2018-2_4a, timeout, , , , , , 
OposicionsSecundariaCatalunya2018-2_4b, timeout, , , , , , 
PythagoreanGeneralization_Triangle-aa+bb_cc, sat, 1, 7, , , , 
RegDecagon-Diagonal_Side, timeout, , , , , , 
RegHendecagon-Diagonal_Side, timeout, , , , , , 
RegHeptagon-Diagonal_Side, timeout, , , , , , 
RegHexagon-Diagonal_Side, sat, 1, 9, , , , 
>>>>>>> c992be1ecb8d510b1f8f8eb5e9dc1ee617c4d74b
RegHexagon-ProductDiagonals_CircumRadius, timeout, , , , , , 
RegNonagon-Diagonal_Side, timeout, , , , , , 
RegOctagon-Diagonal_Side, timeout, , , , , , 
RegOctagon-ProductDiagonals_CircumRadius, timeout, , , , , , 
RegPentagon-Diagonal_Side, timeout, , , , , , 
<<<<<<< HEAD
RightTriangle-Bottema11_20, sat, 1, 6, , , , 198
RightTriangle-Bottema11_20a, timeout, , , , , , 
RightTriangle-Bottema11_20b, sat, 1, 6, , , , 198
RightTriangle-Bottema1_19a, sat, 1, 6, , , , 132
RightTriangle-Bottema1_19b, sat, 1, 5, , , , 216
RightTriangle-Bottema1_1a, timeout, , , , , , 
RightTriangle-Bottema1_1b, sat, 1, 5, , , , 428
RightTriangle-Bottema4_2a, timeout, , , , , , 
RightTriangle-Bottema4_2b, sat, 1, 5, , , , 904
RightTriangle-Bottema5_3a, timeout, , , , , , 
RightTriangle-Bottema5_3b, sat, 1, 7, , , , 491
=======
RightTriangle-Bottema11_20, sat, 1, 6, , , , 
RightTriangle-Bottema11_20a, timeout, , , , , , 
RightTriangle-Bottema11_20b, sat, 1, 6, , , , 
RightTriangle-Bottema1_19a, sat, 1, 6, , , , 
RightTriangle-Bottema1_19b, sat, 1, 5, , , , 
RightTriangle-Bottema1_1a, timeout, , , , , , 
RightTriangle-Bottema1_1b, sat, 1, 5, , , , 
RightTriangle-Bottema4_2a, timeout, , , , , , 
RightTriangle-Bottema4_2b, sat, 1, 5, , , , 
RightTriangle-Bottema5_3a, timeout, , , , , , 
RightTriangle-Bottema5_3b, sat, 1, 7, , , , 
>>>>>>> c992be1ecb8d510b1f8f8eb5e9dc1ee617c4d74b
RightTriangle-Bottema6_1a, timeout, , , , , , 
RightTriangle-Bottema6_1b, timeout, , , , , , 
RightTriangle-Bottema8_1a, timeout, , , , , , 
RightTriangle-Bottema8_1b, timeout, , , , , , 
<<<<<<< HEAD
Square-Diagonal_Side, sat, 1, 3, , , , 2
Triangle-2Sides_Medians_a, timeout, , , , , , 
Triangle-Area_Perimeter_a, sat, 1, 8, , , , 4
Triangle-Bottema1_1, timeout, , , , , , 
Triangle-Bottema1_12, timeout, , , , , , 
Triangle-Bottema1_14, sat, 1, 7, , , , 77
Triangle-Bottema1_15, timeout, , , , , , 
Triangle-Bottema1_17, timeout, , , , , , 
Triangle-Bottema1_19, timeout, , , , , , 
Triangle-Bottema1_2, sat, 1, 7, , , , 118
=======
Square-Diagonal_Side, sat, 1, 3, , , , 
Triangle-2Sides_Medians_a, timeout, , , , , , 
Triangle-Area_Perimeter_a, sat, 1, 8, , , , 
Triangle-Bottema1_1, timeout, , , , , , 
Triangle-Bottema1_12, timeout, , , , , , 
Triangle-Bottema1_14, sat, 1, 7, , , , 
Triangle-Bottema1_15, timeout, , , , , , 
Triangle-Bottema1_17, timeout, , , , , , 
Triangle-Bottema1_19, timeout, , , , , , 
Triangle-Bottema1_2, sat, 1, 7, , , , 
>>>>>>> c992be1ecb8d510b1f8f8eb5e9dc1ee617c4d74b
Triangle-Bottema1_23, timeout, , , , , , 
Triangle-Bottema1_3, timeout, , , , , , 
Triangle-Bottema1_4, timeout, , , , , , 
Triangle-Bottema1_5, timeout, , , , , , 
Triangle-Bottema1_6, timeout, , , , , , 
<<<<<<< HEAD
Triangle-Bottema1_7, sat, 1, 7, , , , 117
=======
Triangle-Bottema1_7, sat, 1, 7, , , , 
>>>>>>> c992be1ecb8d510b1f8f8eb5e9dc1ee617c4d74b
Triangle-Bottema1_8, timeout, , , , , , 
Triangle-Bottema1_9, timeout, , , , , , 
Triangle-Bottema5_3, timeout, , , , , , 
Triangle-Perimeter_2Medians_a, timeout, , , , , , 
<<<<<<< HEAD
Triangle-SymmHomPoly_3-2-1, sat, 1, 7, , , , 212
Triangle-SymmHomPoly_3-2-2, timeout, , , , , , 
Triangle-SymmHomPoly_3-2-3, timeout, , , , , , 
Triangle-SymmHomPoly_3-3-1, timeout, , , , , , 
TriangleInequality_Triangle-a+b_c, sat, 1, 8, , , , 161
DDC_ProveIneq_ISSAC05_AmerMathMonthly10347LHSa, sat, 1, 2, , , , 2
DDC_ProveIneq_ISSAC05_FibonacciPoly_a, sat, 1, 4, , , , 2
DDC_ProveIneq_ISSAC05_KnoppSchur_a, sat, 1, 5, , , , 3
DDC_ProveIneq_ISSAC05_LevinRHSa, sat, 5, 3, , , , 9
DDC_ProveIneq_ISSAC05_LevinRHSb, sat, 7, 3, , , , 17
DDC_ProveIneq_ISSAC05_LevinRHSc, sat, 9, 3, , , , 15
DDC_ProveIneq_ISSAC10_ex1c, sat, 1, 4, , , , 2
DDC_ProveIneq_ISSAC10_ex1d, sat, 1, 4, , , , 3
DDC_ProveIneq_ISSAC10_ex3a, sat, 1, 2, , , , 3
DDC_ProveIneq_ISSAC10_ex3d, sat, 1, 2, , , , 52
DDC_ProveIneq_ISSAC10_ex4b, sat, 1, 3, , , , 2
DDC_ProveIneq_ISSAC10_ex4c, sat, 1, 3, , , , 3
DDC_ProveIneq_ISSAC10_ex4d, sat, 1, 3, , , , 8
DDC_ProveIneq_ISSAC10_ex4e, sat, 1, 3, , , , 3
DDC_ProveIneq_ISSAC10_ex4f, sat, 1, 3, , , , 3
DDC_ProveIneq_ISSAC10_ex4g, sat, 1, 3, , , , 3
DDC_ProveIneq_ISSAC10_ex4h, sat, 1, 3, , , , 3
DDC_ProveIneq_ISSAC10_ex4i, sat, 1, 3, , , , 3
DDC_ProveIneq_ISSAC10_ex4j, sat, 1, 3, , , , 3
DDC_ProveIneq_JSC_SUMCracker_14a, sat, 3, 5, , , , 4
DDC_ProveIneq_JSC_SUMCracker_14c, sat, 7, 5, , , , 25
DDC_ProveIneq_Mitrinovic_4_22a, sat, 1, 4, , , , 4
a.10.c.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 1009, , , , 978533
a.10.c.t2.c_Iteration5_Loop_4-pieceTemplate, timeout, , , , , , 
a.10.c.t2.c_Iteration6_Loop_4-pieceTemplate, timeout, , , , , , 
a.10.c.t2.c_Iteration9_Loop_4-pieceTemplate, sat, 1, 1009, , , , 408452
=======
Triangle-SymmHomPoly_3-2-1, sat, 1, 7, , , , 
Triangle-SymmHomPoly_3-2-2, timeout, , , , , , 
Triangle-SymmHomPoly_3-2-3, timeout, , , , , , 
Triangle-SymmHomPoly_3-3-1, timeout, , , , , , 
TriangleInequality_Triangle-a+b_c, sat, 1, 8, , , , 
DDC_ProveIneq_ISSAC05_AmerMathMonthly10347LHSa, sat, 1, 2, , , , 
DDC_ProveIneq_ISSAC05_FibonacciPoly_a, sat, 1, 4, , , , 
DDC_ProveIneq_ISSAC05_KnoppSchur_a, sat, 1, 5, , , , 
DDC_ProveIneq_ISSAC05_LevinRHSa, sat, 5, 3, , , , 
DDC_ProveIneq_ISSAC05_LevinRHSb, sat, 7, 3, , , , 
DDC_ProveIneq_ISSAC05_LevinRHSc, sat, 9, 3, , , , 
DDC_ProveIneq_ISSAC10_ex1c, sat, 1, 4, , , , 
DDC_ProveIneq_ISSAC10_ex1d, sat, 1, 4, , , , 
DDC_ProveIneq_ISSAC10_ex3a, sat, 1, 2, , , , 
DDC_ProveIneq_ISSAC10_ex3d, sat, 1, 2, , , , 
DDC_ProveIneq_ISSAC10_ex4b, sat, 1, 3, , , , 
DDC_ProveIneq_ISSAC10_ex4c, sat, 1, 3, , , , 
DDC_ProveIneq_ISSAC10_ex4d, sat, 1, 3, , , , 
DDC_ProveIneq_ISSAC10_ex4e, sat, 1, 3, , , , 
DDC_ProveIneq_ISSAC10_ex4f, sat, 1, 3, , , , 
DDC_ProveIneq_ISSAC10_ex4g, sat, 1, 3, , , , 
DDC_ProveIneq_ISSAC10_ex4h, sat, 1, 3, , , , 
DDC_ProveIneq_ISSAC10_ex4i, sat, 1, 3, , , , 
DDC_ProveIneq_ISSAC10_ex4j, sat, 1, 3, , , , 
DDC_ProveIneq_JSC_SUMCracker_14a, sat, 3, 5, , , , 
DDC_ProveIneq_JSC_SUMCracker_14c, sat, 7, 5, , , , 
DDC_ProveIneq_Mitrinovic_4_22a, sat, 1, 4, , , , 
a.10.c.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 1009, , , , 
a.10.c.t2.c_Iteration5_Loop_4-pieceTemplate, timeout, , , , , , 
a.10.c.t2.c_Iteration6_Loop_4-pieceTemplate, timeout, , , , , , 
a.10.c.t2.c_Iteration9_Loop_4-pieceTemplate, sat, 1, 1009, , , , 
>>>>>>> c992be1ecb8d510b1f8f8eb5e9dc1ee617c4d74b
afagp-fail.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_5-phaseTemplate, timeout, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_6-phaseTemplate, timeout, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_7-phaseTemplate, timeout, , , , , , 
agafp.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
agafp.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
agafp.t2.c_Iteration1_Lasso_6-phaseTemplate, timeout, , , , , , 
agafp.t2.c_Iteration1_Lasso_7-phaseTemplate, timeout, , , , , , 
<<<<<<< HEAD
bf10.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 516152
bf12.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 355539
bf13.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 355539
bf20.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 516152
bf5.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 355539
bf6.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 355539
bitcount16.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
broydn.c.i.broydn.pl.t2.fixed.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
broydn.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1695, , , , 685091
=======
bf10.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 
bf12.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 
bf13.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 
